a_config,a_profit_test,a_profit_test_fc,a_profit_test_opt,a_profit_train,a_profit_train_fc,a_profit_train_opt,a_profit_val,a_profit_val_fc,a_profit_val_opt,ab_profit_test_PF,ab_profit_train_PF,ab_profit_val_PF,b_iter_best,b_n_iters,b_time_WS,b_time_all,b_time_opti,b_time_val,b_train_time_without_WS,hp_batch_size,hp_lr,hp_perturbation,hp_reg,hp_restrict_forecaster_ts,hp_ws
38,0.43760262362047975,0.420527562950074,0.4376029589600048,1.4705478326881076,1.4147827727136262,1.470548471920798,0.41839736190814136,0.4101335140625526,0.41839773987143314,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14226913452148438,634.0963830947876,528.9661309719086,91.66728401184082,633.9541139602661,32,0,0.1,0.1,true,false
39,0.41947852179848377,0.420527562950074,0.419477954010933,1.4524117015199947,1.4147827727136262,1.4524123207257644,0.4112822314459412,0.4101335140625526,0.4112839375980222,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,133.04831171035767,700.496682882309,467.96811413764954,86.11902499198914,567.4483711719513,32,0,0.02,0.1,true,true
40,0.4169255415416713,0.420527562950074,0.41692568248788264,1.425559416151347,1.4147827727136262,1.4255599117908875,0.41214828161858796,0.4101335140625526,0.4121488139392988,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1439661979675293,642.2993750572205,539.9333431720734,88.85676908493042,642.1554088592529,32,0,0.02,0.1,true,false
41,0.3469391626595688,0.420527562950074,0.34693843010500114,1.450221121838565,1.4147827727136262,1.450222731174108,0.36085487316370823,0.4101335140625526,0.36085583755878137,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,491.0357129573822,788.8439481258392,234.9567301273346,50.489920139312744,297.80823516845703,64,0,0.0,0.1,true,true
42,0.346939162659087,0.420527562950074,0.3469384301045526,1.450221121838732,1.4147827727136262,1.4502227311743123,0.3608548731643535,0.4101335140625526,0.360855837559523,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.18001580238342285,564.6386339664459,477.0565710067749,73.068284034729,564.4586181640625,64,0,0.0,0.1,true,false
43,0.439241705839434,0.420527562950074,0.43924196242398383,1.4361328515032827,1.4147827727136262,1.4361356887044883,0.4174894392912798,0.4101335140625526,0.41748964240298214,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,483.3581190109253,776.3590819835663,239.87699604034424,39.95829677581787,293.000962972641,64,0,0.5,0.1,true,true
44,0.4392417058395266,0.420527562950074,0.43924196242406843,1.4361328515034,1.4147827727136262,1.4361356887046348,0.417489439291334,0.4101335140625526,0.4174896424030379,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.14146900177001953,489.0448839664459,403.84141993522644,68.62990617752075,488.9034149646759,64,0,0.5,0.1,true,false
45,0.4390142015007681,0.420527562950074,0.43901441174783895,1.476252074300577,1.4147827727136262,1.476252574472741,0.41679729942422017,0.4101335140625526,0.4167976844547794,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,489.87639594078064,802.3541460037231,258.5996949672699,40.631426095962524,312.4777500629425,64,0,0.1,0.1,true,true
46,0.43901420150072457,0.420527562950074,0.43901441174775946,1.4762520743009935,1.4147827727136262,1.4762525744730168,0.41679729942433874,0.4101335140625526,0.41679768445468346,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1428849697113037,465.50220584869385,377.4245150089264,69.25605201721191,465.35932087898254,64,0,0.1,0.1,true,false
47,0.41731906388925166,0.420527562950074,0.41731959583353095,1.4580036434412644,1.4147827727136262,1.4580049345474055,0.41135998452651856,0.4101335140625526,0.4113605760356698,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,457.83372497558594,763.2607259750366,251.98251008987427,40.30549097061157,305.4270009994507,64,0,0.02,0.1,true,true
48,0.4173190638892048,0.420527562950074,0.41731959583346945,1.4580036434407835,1.4147827727136262,1.4580049345474997,0.411359984526527,0.4101335140625526,0.4113605760356578,0.5153637683698817,1.754977234431795,0.4891993484695554,1,1,0.1440720558166504,590.544625043869,508.99289321899414,64.003408908844,590.4005529880524,64,0,0.02,0.1,true,false
